node_id	pr_value
663930	0.0007879383403682299
482708	0.00042994073433987636
1034017	0.00025035393207452166
663559	0.00022274378331838424
357530	0.00020843453976118536
1120567	0.0002049238150258425
663605	0.00019868891554088104
663682	0.00016721372187530523
1108860	0.00016107906899680987
664788	0.00016009163616939799
